ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Gabbard,12/29/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/29/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,9121
Harris,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/30/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,4113
Booker,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/30/2019 12:00:00 AM,$0.21,$0.22,$0.21,$0.21,7936
Sanders,12/30/2019 12:00:00 AM,$0.18,$0.18,$0.16,$0.17,6155
Pence,12/30/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2641
Trump,12/30/2019 12:00:00 AM,$0.47,$0.47,$0.46,$0.46,5126
Gillibrand,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/30/2019 12:00:00 AM,$0.03,$0.04,$0.02,$0.03,16202
Haley,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Ryan,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/30/2019 12:00:00 AM,$0.04,$0.05,$0.04,$0.04,2963
Yang,12/30/2019 12:00:00 AM,$0.08,$0.09,$0.06,$0.06,27692
Buttigieg,12/30/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.07,5161
Gabbard,12/30/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/30/2019 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,2696
Harris,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,12/31/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,4100
Booker,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,12/31/2019 12:00:00 AM,$0.21,$0.23,$0.21,$0.22,6235
Sanders,12/31/2019 12:00:00 AM,$0.17,$0.18,$0.17,$0.17,9653
Pence,12/31/2019 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1039
Trump,12/31/2019 12:00:00 AM,$0.46,$0.47,$0.46,$0.47,14753
Gillibrand,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,12/31/2019 12:00:00 AM,$0.03,$0.04,$0.02,$0.02,7051
Haley,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,12/31/2019 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,7274
Yang,12/31/2019 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,4877
Buttigieg,12/31/2019 12:00:00 AM,$0.07,$0.07,$0.06,$0.06,9234
Gabbard,12/31/2019 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,12/31/2019 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,14296
Harris,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/1/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,6777
Booker,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/1/2020 12:00:00 AM,$0.22,$0.23,$0.21,$0.23,8843
Sanders,1/1/2020 12:00:00 AM,$0.17,$0.18,$0.17,$0.18,8758
Pence,1/1/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,7643
Trump,1/1/2020 12:00:00 AM,$0.47,$0.48,$0.46,$0.48,10821
Gillibrand,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/1/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.03,7359
Haley,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2000
Ryan,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/1/2020 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,3799
Yang,1/1/2020 12:00:00 AM,$0.06,$0.08,$0.06,$0.06,5994
Buttigieg,1/1/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,5535
Gabbard,1/1/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,9000
Clinton,1/1/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,3532
Harris,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/2/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,9840
Booker,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/2/2020 12:00:00 AM,$0.23,$0.23,$0.21,$0.21,12242
Sanders,1/2/2020 12:00:00 AM,$0.18,$0.20,$0.17,$0.18,24962
Pence,1/2/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2372
Trump,1/2/2020 12:00:00 AM,$0.48,$0.48,$0.47,$0.47,16086
Gillibrand,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/2/2020 12:00:00 AM,$0.03,$0.03,$0.02,$0.02,13750
Haley,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/2/2020 12:00:00 AM,$0.04,$0.06,$0.04,$0.04,6060
Yang,1/2/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,4442
Buttigieg,1/2/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,38901
Gabbard,1/2/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,6
Clinton,1/2/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,49480
Harris,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/3/2020 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,17370
Booker,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/3/2020 12:00:00 AM,$0.21,$0.22,$0.21,$0.21,17528
Sanders,1/3/2020 12:00:00 AM,$0.18,$0.19,$0.18,$0.18,19235
Pence,1/3/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5116
Trump,1/3/2020 12:00:00 AM,$0.47,$0.49,$0.47,$0.48,18363
Gillibrand,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/3/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,9761
Haley,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,175
Ryan,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/3/2020 12:00:00 AM,$0.04,$0.06,$0.04,$0.05,14039
Yang,1/3/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,6713
Buttigieg,1/3/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,7121
Gabbard,1/3/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,7111
Clinton,1/3/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,7964
Harris,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/4/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,3506
Booker,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/4/2020 12:00:00 AM,$0.21,$0.23,$0.21,$0.22,11418
Sanders,1/4/2020 12:00:00 AM,$0.18,$0.19,$0.17,$0.18,13503
Pence,1/4/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,44545
Trump,1/4/2020 12:00:00 AM,$0.48,$0.49,$0.48,$0.48,17287
Gillibrand,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/4/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,6430
Haley,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/4/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,17558
Yang,1/4/2020 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,26656
Buttigieg,1/4/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,6759
Gabbard,1/4/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1000
Clinton,1/4/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.02,14488
Harris,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/5/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,6410
Booker,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/5/2020 12:00:00 AM,$0.22,$0.23,$0.22,$0.22,4330
Sanders,1/5/2020 12:00:00 AM,$0.18,$0.19,$0.17,$0.18,13596
Pence,1/5/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,9707
Trump,1/5/2020 12:00:00 AM,$0.48,$0.49,$0.48,$0.48,11086
Gillibrand,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/5/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,22620
Haley,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/5/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,3047
Yang,1/5/2020 12:00:00 AM,$0.05,$0.06,$0.04,$0.04,24321
Buttigieg,1/5/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,4543
Gabbard,1/5/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Clinton,1/5/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,4567
Harris,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,40
Warren,1/6/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,20901
Booker,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/6/2020 12:00:00 AM,$0.22,$0.24,$0.22,$0.22,10812
Sanders,1/6/2020 12:00:00 AM,$0.18,$0.19,$0.18,$0.19,10032
Pence,1/6/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,1909
Trump,1/6/2020 12:00:00 AM,$0.48,$0.50,$0.48,$0.48,10653
Gillibrand,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/6/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,6665
Haley,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,2
Ryan,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,29
Brown,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/6/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,6982
Yang,1/6/2020 12:00:00 AM,$0.04,$0.05,$0.04,$0.05,6074
Buttigieg,1/6/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.06,1619
Gabbard,1/6/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,5
Clinton,1/6/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,4515
Harris,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/7/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,15220
Booker,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,8
Biden,1/7/2020 12:00:00 AM,$0.22,$0.24,$0.22,$0.22,9952
Sanders,1/7/2020 12:00:00 AM,$0.19,$0.20,$0.18,$0.20,13760
Pence,1/7/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6362
Trump,1/7/2020 12:00:00 AM,$0.48,$0.50,$0.48,$0.48,16810
Gillibrand,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/7/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,6670
Haley,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,150
Ryan,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,10
Brown,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/7/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,11423
Yang,1/7/2020 12:00:00 AM,$0.05,$0.05,$0.04,$0.04,10238
Buttigieg,1/7/2020 12:00:00 AM,$0.06,$0.07,$0.05,$0.05,24311
Gabbard,1/7/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/7/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.01,6875
Harris,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/8/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,2868
Booker,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/8/2020 12:00:00 AM,$0.22,$0.23,$0.22,$0.23,9000
Sanders,1/8/2020 12:00:00 AM,$0.20,$0.20,$0.18,$0.19,10412
Pence,1/8/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,1578
Trump,1/8/2020 12:00:00 AM,$0.48,$0.50,$0.48,$0.50,16295
Gillibrand,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/8/2020 12:00:00 AM,$0.02,$0.03,$0.02,$0.02,16948
Haley,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/8/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,8875
Yang,1/8/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.04,21219
Buttigieg,1/8/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,8914
Gabbard,1/8/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Clinton,1/8/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,3994
Harris,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,158
Warren,1/9/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,9359
Booker,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,183
Kasich,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/9/2020 12:00:00 AM,$0.23,$0.23,$0.22,$0.23,14630
Sanders,1/9/2020 12:00:00 AM,$0.19,$0.20,$0.18,$0.19,10861
Pence,1/9/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,5318
Trump,1/9/2020 12:00:00 AM,$0.50,$0.50,$0.49,$0.49,17167
Gillibrand,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/9/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,18223
Haley,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,408
Ryan,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,129
Brown,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/9/2020 12:00:00 AM,$0.06,$0.09,$0.06,$0.06,37035
Yang,1/9/2020 12:00:00 AM,$0.04,$0.04,$0.03,$0.03,11064
Buttigieg,1/9/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,11563
Gabbard,1/9/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,158
Clinton,1/9/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,6143
Harris,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,983
Warren,1/10/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,29151
Booker,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,102
Kasich,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/10/2020 12:00:00 AM,$0.23,$0.23,$0.20,$0.21,32866
Sanders,1/10/2020 12:00:00 AM,$0.19,$0.23,$0.18,$0.22,33308
Pence,1/10/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,2722
Trump,1/10/2020 12:00:00 AM,$0.49,$0.51,$0.49,$0.50,16592
Gillibrand,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/10/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,27741
Haley,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1816
Ryan,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,100
Brown,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/10/2020 12:00:00 AM,$0.06,$0.07,$0.06,$0.07,5911
Yang,1/10/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.04,16458
Buttigieg,1/10/2020 12:00:00 AM,$0.05,$0.07,$0.05,$0.06,27041
Gabbard,1/10/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,960
Clinton,1/10/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,9193
Harris,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Warren,1/11/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.06,18077
Booker,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Kasich,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/11/2020 12:00:00 AM,$0.21,$0.22,$0.20,$0.20,15721
Sanders,1/11/2020 12:00:00 AM,$0.22,$0.26,$0.22,$0.23,35048
Pence,1/11/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6035
Trump,1/11/2020 12:00:00 AM,$0.50,$0.51,$0.50,$0.50,20332
Gillibrand,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/11/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,6994
Haley,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Ryan,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Brown,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/11/2020 12:00:00 AM,$0.07,$0.07,$0.05,$0.06,28566
Yang,1/11/2020 12:00:00 AM,$0.04,$0.05,$0.03,$0.03,8931
Buttigieg,1/11/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,20995
Gabbard,1/11/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,1500
Clinton,1/11/2020 12:00:00 AM,$0.02,$0.03,$0.01,$0.01,34998
Steyer,1/11/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,9493
Harris,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Warren,1/12/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.05,7956
Booker,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,198
Kasich,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/12/2020 12:00:00 AM,$0.20,$0.22,$0.20,$0.20,10957
Sanders,1/12/2020 12:00:00 AM,$0.23,$0.24,$0.22,$0.23,17475
Pence,1/12/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.02,4566
Trump,1/12/2020 12:00:00 AM,$0.50,$0.52,$0.50,$0.52,14286
Gillibrand,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuomo,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Cuban,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Zuckerberg,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Klobuchar,1/12/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,4270
Haley,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Ryan,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
O'Rourke,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Brown,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Bloomberg,1/12/2020 12:00:00 AM,$0.06,$0.06,$0.05,$0.06,7842
Yang,1/12/2020 12:00:00 AM,$0.03,$0.04,$0.03,$0.03,4675
Buttigieg,1/12/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,12449
Gabbard,1/12/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,200
Clinton,1/12/2020 12:00:00 AM,$0.01,$0.03,$0.01,$0.02,17636
Steyer,1/12/2020 12:00:00 AM,$0.01,$0.02,$0.01,$0.01,54848
Harris,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,400
Warren,1/13/2020 12:00:00 AM,$0.05,$0.06,$0.05,$0.05,25309
Booker,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,400
Kasich,1/13/2020 12:00:00 AM,$0.01,$0.01,$0.01,$0.01,0
Biden,1/13/2020 12:00:00 AM,$0.20,$0.23,$0.20,$0.22,30421
Sanders,1/13/2020 12:00:00 AM,$0.23,$0.25,$0.21,$0.22,25442
Pence,1/13/2020 12:00:00 AM,$0.02,$0.02,$0.01,$0.01,4427
